"","age","annual_salary","professional_experience_years","highest_edu_level","gender","industry","job_title"
"15344","25-34",125000,"8 - 10 years","College degree","Man","Computing or Tech","Lead Product Writer"
"15345","25-34",57000,"5-7 years","College degree","Woman","Nonprofits","Client Engagement Manager"
"15346","25-34",90000,"8 - 10 years","College degree","Woman","Sales","Manager of Strategic Partnerships"
"15347","25-34",70000,"5-7 years","PhD","Woman","Education (Higher Education)","Assistant Professor"
"15348","35-44",160000,"21 - 30 years","Master's degree","Woman","R&D","Senior manager"
"15349","25-34",43450,"2 - 4 years","Master's degree","Woman","E-commerce","Executive Assistant"
"15350","45-54",110000,"21 - 30 years","College degree","Woman","Marketing, Advertising & PR","Marketing Director"
"15351","25-34",81200,"5-7 years","Master's degree","Woman","Health care","Senior Analyst"
"15352","35-44",160000,"11 - 20 years","College degree","Man","Computing or Tech","Sr. SDE"
"15353","35-44",59000,"11 - 20 years","Master's degree","Woman","Education (Primary/Secondary)","Teacher"
"15354","35-44",145000,"11 - 20 years","Master's degree","Woman","Marketing, Advertising & PR","Director, Channel Marketing"
"15355","25-34",80000,"5-7 years","Master's degree","Woman","Media & Digital","Art Director"
"15356","35-44",87000,"11 - 20 years","College degree","Woman","Engineering or Manufacturing","Marketing Manager"
"15357","45-54",112900,"11 - 20 years","College degree","Woman","Retail","Comp, Benefits and HRIS Manager"
"15358","35-44",72000,"11 - 20 years","Master's degree","Woman","Education (Primary/Secondary)","Kindergarten Teacher"
"15359","35-44",230000,"11 - 20 years","Master's degree","Man","Computing or Tech","SVP, Software Engineering"
"15360","45-54",120000,"21 - 30 years","College degree","Man","Energy (Oil & Gas)","Senior Security Engineer"
"15361","25-34",124000,"8 - 10 years","College degree","Woman","Accounting, Banking & Finance","Senior Associate"
"15362","45-54",107500,"21 - 30 years","Professional degree (MD, JD, etc.)","Woman","Law","Administrative Law Judge"
"15363","35-44",48600,"11 - 20 years","Master's degree","Woman","Hospitality & Events","Human resources Generalist"
"15364","35-44",145000,"11 - 20 years","Professional degree (MD, JD, etc.)","Woman","Law","Associate Attorney"
"15365","55-64",68110,"31 - 40 years","College degree","Woman","Government and Public Administration","Secretary 1"
"15366","25-34",69000,"2 - 4 years","College degree","Woman","Government and Public Administration","Housing Grant Consultant"
"15367","25-34",145,"2 - 4 years","College degree","Woman","Engineering or Manufacturing","Software Engineer"
"15368","25-34",151000,"8 - 10 years","Professional degree (MD, JD, etc.)","Woman","Computing or Tech","Senior Corporate Counsel"
"15369","25-34",48000,"8 - 10 years","College degree","Woman","Media & Digital","ECommerce Coordinator"
"15370","35-44",86000,"11 - 20 years","High School","Man","Education (Higher Education)","Operations Manager"
"15371","35-44",1e+05,"11 - 20 years","PhD","Woman","Public Opinion Research","Associate Director"
"15372","25-34",43000,"8 - 10 years","Master's degree","Woman","Nonprofits","Staff Accountant"
"15373","25-34",46600,"5-7 years","College degree","Woman","Business or Consulting","Principal Research Analyst"
"15374","18-24",42000,"2 - 4 years","College degree","Man","Computing or Tech","Web Developer"
"15375","35-44",135000,"21 - 30 years","Master's degree","Woman","Nonprofits","Associate Director, Social Media"
"15376","25-34",68000,"2 - 4 years","Master's degree","Woman","Engineering or Manufacturing","Field Service Specialist"
"15377","25-34",125000,"2 - 4 years","Master's degree","Woman","Accounting, Banking & Finance","Director"
"15378","35-44",71000,"5-7 years","College degree","Man","Defense","Contracts negotiator"
"15379","35-44",95000,"11 - 20 years","Master's degree","Woman","Scientific research","Communications specialist"
"15380","25-34",36000,"5-7 years","College degree","Woman","Business or Consulting","Project Analyst"
"15381","35-44",120000,"11 - 20 years","PhD","Woman","Recruitment or HR","Director of Human Resources"
"15382","35-44",80000,"11 - 20 years","College degree","Woman","Insurance","Configuration Analyst Lead"
"15383","55-64",117500,"21 - 30 years","College degree","Man","Entertainment","Systems Engineer"
"15384","35-44",80000,"11 - 20 years","College degree","Woman","Law","Paralegal"
"15385","25-34",80000,"5-7 years","College degree","Woman","Sales","Account Manager"
"15386","35-44",56300,"11 - 20 years","College degree","Woman","Computing or Tech","Account Operations Professional"
"15387","18-24",115000,"1 year or less","College degree","Woman","Computing or Tech","Technical Account Manager"
"15388","25-34",50000,"5-7 years","College degree","Woman","Government and Public Administration","Legislative correspondent"
"15389","35-44",85000,"11 - 20 years","Master's degree","Woman","Nonprofits","Research Librarian"
"15390","45-54",120000,"11 - 20 years","College degree","Man","Computing or Tech","Engineering manager"
"15391","25-34",205000,"8 - 10 years","Master's degree","Man","Computing or Tech","VP Strategy and Business Development"
"15392","35-44",228000,"11 - 20 years","College degree","Woman","Computing or Tech","Global Program Senior Manager"
"15393","25-34",8e+05,"11 - 20 years","Master's degree","Woman","Hospitality & Events","Director of Front office"
"15394","25-34",47736,"2 - 4 years","College degree","Woman","Nonprofits","Global People Operations Specialist"
"15395","35-44",116000,"11 - 20 years","Master's degree","Woman","Health care","Nurse Practitioner"
"15396","35-44",168000,"11 - 20 years","College degree","Man","Computing or Tech","Sr. Director"
"15397","45-54",150000,"21 - 30 years","College degree","Man","Computing or Tech","SDE"
"15398","35-44",88000,"11 - 20 years","College degree","Woman","Accounting, Banking & Finance","HR Manager"
"15399","35-44",98827,"11 - 20 years","College degree","Woman","Government and Public Administration","Contract Specialist"
"15400","25-34",230000,"11 - 20 years","Professional degree (MD, JD, etc.)","Woman","Nonprofits","SVP Advocacy & Policy"
"15401","35-44",67500,"11 - 20 years","College degree","Woman","Health care","Program Coordinator"
"15402","55-64",104500,"21 - 30 years","College degree","Woman","Government and Public Administration","HR Manager"
"15403","25-34",37440,"11 - 20 years","College degree","Woman","Warehouse","Assistant Shift Manager"
"15404","25-34",150000,"8 - 10 years","High School","Man","Computing or Tech","Technical Recruiting Manager"
"15405","25-34",70000,"5-7 years","College degree","Man","Nonprofits","Communications & Marketing Manager"
"15406","45-54",125000,"21 - 30 years","College degree","Man","Hospitality & Events","Exec chef"
"15407","25-34",117000,"5-7 years","College degree","Man","Utilities & Telecommunications","Finance Manager"
"15408","25-34",60000,"5-7 years","College degree","Woman","Engineering or Manufacturing","Import coordinator and business analyst"
"15409","55-64",13500,"31 - 40 years","College degree","Man","Computing or Tech","Freelance Consutant"
"15410","25-34",63000,"8 - 10 years","College degree","Woman","Property or Construction","Sales Coordinator"
"15411","45-54",102500,"21 - 30 years","College degree","Man","Education (Higher Education)","Systems Manager"
"15412","25-34",152000,"11 - 20 years","College degree","Man","Computing or Tech","Senior Software Engineer"
"15413","25-34",90000,"5-7 years","College degree","Man","Computing or Tech","Technical project manager"
"15414","35-44",165000,"11 - 20 years","College degree","Man","Computing or Tech","Staff Engineer"
"15415","25-34",80000,"2 - 4 years","Master's degree","Woman","Engineering or Manufacturing","Quality Engineer"
"15416","35-44",120000,"11 - 20 years","College degree","Woman","Sales","Renewals Manager"
"15417","35-44",220000,"11 - 20 years","Master's degree","Woman","Computing or Tech","Project Manager"
"15418","35-44",105000,"21 - 30 years","College degree","Woman","Business or Consulting","People Team Manager"
"15419","25-34",36400,"5-7 years","College degree","Woman","Education (Higher Education)","Administrative Assistant"
"15420","35-44",78000,"11 - 20 years","Master's degree","Woman","Government and Public Administration","Program Manager"
"15421","25-34",125000,"5-7 years","College degree","Woman","Business or Consulting","Manager"
"15422","25-34",70000,"8 - 10 years","Master's degree","Woman","Insurance","Utilization Management"
"15423","25-34",105000,"5-7 years","College degree","Woman","Computing or Tech","Product Designer"
"15424","18-24",32000,"2 - 4 years","College degree","Woman","Media & Digital","Journalist"
"15425","35-44",50000,"21 - 30 years","College degree","Woman","Retail","Office Manager"
"15426","35-44",107000,"11 - 20 years","Professional degree (MD, JD, etc.)","Woman","Law","Program Counsel"
"15427","35-44",74000,"11 - 20 years","Master's degree","Woman","Insurance","Account Manager"
"15428","25-34",95000,"8 - 10 years","College degree","Woman","Consumer packaged goods","Data analyst"
"15429","25-34",80000,"8 - 10 years","College degree","Woman","Retail","Strategic Operations Manager"
"15430","25-34",116000,"11 - 20 years","College degree","Woman","Engineering or Manufacturing","HR Director"
"15431","25-34",39520,"8 - 10 years","College degree","Woman","Media & Digital","Ebook Coder"
"15432","35-44",67000,"11 - 20 years","Master's degree","Woman","Education (Higher Education)","Librarian"
"15433","25-34",122000,"8 - 10 years","Master's degree","Woman","Accounting, Banking & Finance","Tax Senior Manager"
"15434","25-34",50835,"2 - 4 years","College degree","Woman","Engineering or Manufacturing","Quality Technician 2"
"15435","35-44",98000,"21 - 30 years","Master's degree","Woman","Technology","HR Program Manager"
"15436","45-54",57500,"21 - 30 years","Master's degree","Woman","Government and Public Administration","Events Coordinator"
"15437","35-44",201000,"11 - 20 years","College degree","Woman","Computing or Tech","Principal Design Researcher"
"15438","45-54",108000,"21 - 30 years","College degree","Woman","Government and Public Administration","Chief of Communications"
"15439","35-44",110000,"8 - 10 years","Professional degree (MD, JD, etc.)","Woman","Law","Contracts Manager"
"15440","25-34",165000,"2 - 4 years","Master's degree","Man","Engineering or Manufacturing","Software Engineer"
"15441","45-54",138000,"21 - 30 years","Master's degree","Woman","Computing or Tech","Sr.  Systems Engineer"
"15442","35-44",160000,"21 - 30 years","Master's degree","Man","Computing or Tech","Senior Director of People Operations"
"15443","25-34",64000,"5-7 years","Master's degree","Woman","Government and Public Administration","Economic Development Planner"
"15444","35-44",81000,"11 - 20 years","College degree","Woman","Education (Higher Education)","Employee Development Programs Manager"
"15445","35-44",185000,"11 - 20 years","High School","Man","Computing or Tech","Senior Software Developer"
"15446","25-34",67000,"2 - 4 years","College degree","Woman","Association","Senior Government Relations Coordinator"
"15447","35-44",55000,"11 - 20 years","College degree","Woman","Recruitment or HR","HR generalist"
"15448","25-34",252000,"2 - 4 years","College degree","Man","Computing or Tech","Software Engineer"
"15449","45-54",105000,"21 - 30 years","Master's degree","Man","Government and Public Administration","IT Architect"
"15450","25-34",34000,"11 - 20 years","Master's degree","Woman","Retail","Merchant Specialist"
"15451","35-44",52000,"5-7 years","PhD","Woman","Education (Higher Education)","Researcher"
"15452","25-34",60000,"8 - 10 years","College degree","Woman","Health care","RN"
"15453","25-34",62000,"2 - 4 years","Master's degree","Woman","Government and Public Administration","Data Analyst"
"15454","35-44",73858,"11 - 20 years","Master's degree","Woman","Education (Primary/Secondary)","Teacher"
"15455","35-44",48184,"11 - 20 years","Master's degree","Woman","Education (Higher Education)","Library Assistant 3"
"15456","45-54",92000,"21 - 30 years","Master's degree","Woman","Technical writing","HR Manager"
"15457","25-34",250000,"5-7 years","College degree","Man","Computing or Tech","Director of Engineering"
"15458","35-44",90000,"11 - 20 years","Master's degree","Woman","Engineering or Manufacturing","Director"
"15459","25-34",63000,"8 - 10 years","College degree","Woman","Nonprofits","operations director"
"15460","35-44",170000,"11 - 20 years","College degree","Woman","Media & Digital","Director, Sales"
